state_fips,county_fips,fips,state,county,median_home_value,median_taxes_paid,agg_home_value,agg_taxes_paid,effective_tax_rate,effective_tax_rate_agg,effective_tax_rate_pct
01,097,01097,Alabama,Mobile County,176600.0,849.0,22521589000.0,99756700.0,0.004807,0.004429,0.4807%
01,099,01099,Alabama,Monroe County,114900.0,362.0,742908100.0,1693500.0,0.003151,0.00228,0.3151%
01,101,01101,Alabama,Montgomery County,160100.0,598.0,12355687300.0,42376700.0,0.003735,0.00343,0.3735%
01,103,01103,Alabama,Morgan County,193000.0,674.0,8212552000.0,26930400.0,0.003492,0.003279,0.3492%
01,105,01105,Alabama,Perry County,87700.0,325.0,279589400.0,685500.0,0.003706,0.002452,0.3706%
01,107,01107,Alabama,Pickens County,123300.0,356.0,995257200.0,2039100.0,0.002887,0.002049,0.2887%
01,109,01109,Alabama,Pike County,149000.0,403.0,1543729300.0,3445700.0,0.002705,0.002232,0.2705%
01,111,01111,Alabama,Randolph County,184000.0,412.0,1726180800.0,4209800.0,0.002239,0.002439,0.2239%
01,113,01113,Alabama,Russell County,152300.0,631.0,2797655600.0,11773500.0,0.004143,0.004208,0.4143%
01,117,01117,Alabama,Shelby County,298700.0,1343.0,24118480500.0,102707600.0,0.004496,0.004258,0.4496%
01,115,01115,Alabama,St. Clair County,218500.0,666.0,6826226200.0,17804400.0,0.003048,0.002608,0.3048%
01,119,01119,Alabama,Sumter County,84100.0,297.0,450348500.0,935600.0,0.003532,0.002078,0.3532%
01,121,01121,Alabama,Talladega County,137900.0,509.0,4535831900.0,12772400.0,0.003691,0.002816,0.3691%
01,123,01123,Alabama,Tallapoosa County,144800.0,450.0,2934312200.0,7154000.0,0.003108,0.002438,0.3108%
01,125,01125,Alabama,Tuscaloosa County,233700.0,754.0,15331751800.0,47504500.0,0.003226,0.003098,0.3226%
01,127,01127,Alabama,Walker County,131100.0,357.0,3326451700.0,8277700.0,0.002723,0.002488,0.2723%
01,129,01129,Alabama,Washington County,152800.0,357.0,813816400.0,1782600.0,0.002336,0.00219,0.2336%
01,131,01131,Alabama,Wilcox County,84200.0,309.0,341186100.0,827300.0,0.00367,0.002425,0.3670%
01,133,01133,Alabama,Winston County,110500.0,363.0,1325321400.0,3191800.0,0.003285,0.002408,0.3285%
02,013,02013,Alaska,Aleutians East Borough,144300.0,,117675400.0,,,,
02,016,02016,Alaska,Aleutians West Census Area,419100.0,2969.0,104472000.0,770500.0,0.007084,0.007375,0.7084%
02,020,02020,Alaska,Anchorage Municipality,375900.0,4865.0,28441708800.0,334774600.0,0.012942,0.011771,1.2942%
02,050,02050,Alaska,Bethel Census Area,120600.0,,549270900.0,,,,
02,060,02060,Alaska,Bristol Bay Borough,269800.0,1933.0,42488000.0,153400.0,0.007165,0.00361,0.7165%
02,063,02063,Alaska,Chugach Census Area,330900.0,3033.0,538287400.0,4766000.0,0.009166,0.008854,0.9166%
02,066,02066,Alaska,Copper River Census Area,246700.0,199.0,204856300.0,88400.0,0.000807,0.000432,0.0807%
02,068,02068,Alaska,Denali Borough,262000.0,,114468800.0,,,,
02,070,02070,Alaska,Dillingham Census Area,163800.0,2875.0,185737900.0,677900.0,0.017552,0.00365,1.7552%
02,090,02090,Alaska,Fairbanks North Star Borough,282500.0,3570.0,6604376000.0,75839100.0,0.012637,0.011483,1.2637%
02,100,02100,Alaska,Haines Borough,318900.0,2558.0,233825100.0,1508700.0,0.008021,0.006452,0.8021%
02,105,02105,Alaska,Hoonah-Angoon Census Area,278300.0,1159.0,212026400.0,58900.0,0.004165,0.000278,0.4165%
02,110,02110,Alaska,Juneau City and Borough,432500.0,4039.0,3773869100.0,33633100.0,0.009339,0.008912,0.9339%
02,122,02122,Alaska,Kenai Peninsula Borough,297500.0,1974.0,6461209800.0,35277900.0,0.006635,0.00546,0.6635%
02,130,02130,Alaska,Ketchikan Gateway Borough,379000.0,2588.0,1554380100.0,10009000.0,0.006828,0.006439,0.6828%
02,150,02150,Alaska,Kodiak Island Borough,382700.0,3509.0,1151697100.0,9137400.0,0.009169,0.007934,0.9169%
02,158,02158,Alaska,Kusilvak Census Area,72700.0,199.0,153437800.0,9200.0,0.002737,6e-05,0.2737%
02,164,02164,Alaska,Lake and Peninsula Borough,166100.0,,60078300.0,,,,
02,170,02170,Alaska,Matanuska-Susitna Borough,319200.0,3512.0,10500920900.0,99497000.0,0.011003,0.009475,1.1003%
02,180,02180,Alaska,Nome Census Area,201000.0,3110.0,380461500.0,1708500.0,0.015473,0.004491,1.5473%
02,185,02185,Alaska,North Slope Borough,219600.0,2082.0,249738600.0,980500.0,0.009481,0.003926,0.9481%
02,188,02188,Alaska,Northwest Arctic Borough,162500.0,199.0,204515900.0,2900.0,0.001225,1.4e-05,0.1225%
02,195,02195,Alaska,Petersburg Borough,301300.0,2066.0,299305700.0,1820200.0,0.006857,0.006081,0.6857%
02,198,02198,Alaska,Prince of Wales-Hyder Census Area,221800.0,1043.0,442763700.0,459200.0,0.004702,0.001037,0.4702%
02,220,02220,Alaska,Sitka City and Borough,442100.0,2086.0,1099103000.0,4296300.0,0.004718,0.003909,0.4718%
02,230,02230,Alaska,Skagway Municipality,430000.0,1472.0,130875100.0,511400.0,0.003423,0.003908,0.3423%
02,240,02240,Alaska,Southeast Fairbanks Census Area,262800.0,1871.0,470215600.0,187500.0,0.007119,0.000399,0.7119%
02,275,02275,Alaska,Wrangell City and Borough,289700.0,1795.0,152744500.0,661400.0,0.006196,0.00433,0.6196%
02,282,02282,Alaska,Yakutat City and Borough,185000.0,1410.0,28925000.0,96800.0,0.007622,0.003347,0.7622%
02,290,02290,Alaska,Yukon-Koyukuk Census Area,87800.0,757.0,188817300.0,103200.0,0.008622,0.000547,0.8622%
04,001,04001,Arizona,Apache County,68500.0,574.0,1916572800.0,4183400.0,0.00838,0.002183,0.8380%
04,003,04003,Arizona,Cochise County,207400.0,1325.0,8739555600.0,56244000.0,0.006389,0.006436,0.6389%
04,005,04005,Arizona,Coconino County,413200.0,2008.0,15104222800.0,59488200.0,0.00486,0.003939,0.4860%
04,007,04007,Arizona,Gila County,247000.0,1331.0,5322848400.0,28960400.0,0.005389,0.005441,0.5389%
04,009,04009,Arizona,Graham County,202700.0,1094.0,2026751200.0,10303700.0,0.005397,0.005084,0.5397%
04,011,04011,Arizona,Greenlee County,136300.0,489.0,308367600.0,983700.0,0.003588,0.00319,0.3588%
04,012,04012,Arizona,La Paz County,117600.0,831.0,1150363600.0,5736400.0,0.007066,0.004987,0.7066%
04,013,04013,Arizona,Maricopa County,414700.0,1965.0,561514861100.0,2673248300.0,0.004738,0.004761,0.4738%
04,015,04015,Arizona,Mohave County,253200.0,1229.0,22906075400.0,104753700.0,0.004854,0.004573,0.4854%
04,017,04017,Arizona,Navajo County,186100.0,1126.0,6922354600.0,27557200.0,0.006051,0.003981,0.6051%
04,019,04019,Arizona,Pima County,286900.0,2248.0,96098719000.0,717532800.0,0.007835,0.007467,0.7835%
04,021,04021,Arizona,Pinal County,312100.0,1615.0,43491184300.0,230888800.0,0.005175,0.005309,0.5175%
04,023,04023,Arizona,Santa Cruz County,216100.0,1387.0,3350473400.0,22404600.0,0.006418,0.006687,0.6418%
04,025,04025,Arizona,Yavapai County,392900.0,1734.0,37007157100.0,158724800.0,0.004413,0.004289,0.4413%
04,027,04027,Arizona,Yuma County,195700.0,1281.0,12040218100.0,77317400.0,0.006546,0.006422,0.6546%
05,001,05001,Arkansas,Arkansas County,129400.0,722.0,745539900.0,4035400.0,0.00558,0.005413,0.5580%
05,003,05003,Arkansas,Ashley County,88800.0,542.0,579633400.0,3071700.0,0.006104,0.005299,0.6104%
05,005,05005,Arkansas,Baxter County,165400.0,765.0,2892957100.0,13873900.0,0.004625,0.004796,0.4625%
05,007,05007,Arkansas,Benton County,285100.0,1731.0,26747466200.0,159365100.0,0.006072,0.005958,0.6072%
05,009,05009,Arkansas,Boone County,169300.0,904.0,2124600000.0,12029300.0,0.00534,0.005662,0.5340%
05,011,05011,Arkansas,Bradley County,97000.0,544.0,313473700.0,1694200.0,0.005608,0.005405,0.5608%
05,013,05013,Arkansas,Calhoun County,97300.0,485.0,191863600.0,743300.0,0.004985,0.003874,0.4985%
05,015,05015,Arkansas,Carroll County,186300.0,980.0,2016288500.0,10839200.0,0.00526,0.005376,0.5260%
05,017,05017,Arkansas,Chicot County,90500.0,494.0,360296800.0,1999800.0,0.005459,0.00555,0.5459%
05,019,05019,Arkansas,Clark County,147100.0,839.0,864773200.0,4812400.0,0.005704,0.005565,0.5704%
05,021,05021,Arkansas,Clay County,88100.0,459.0,566124700.0,2801900.0,0.00521,0.004949,0.5210%
05,023,05023,Arkansas,Cleburne County,174600.0,814.0,2021576800.0,9539100.0,0.004662,0.004719,0.4662%
05,025,05025,Arkansas,Cleveland County,123400.0,716.0,396896100.0,2295200.0,0.005802,0.005783,0.5802%
05,027,05027,Arkansas,Columbia County,141700.0,683.0,1158082000.0,5567400.0,0.00482,0.004807,0.4820%
05,029,05029,Arkansas,Conway County,137000.0,718.0,967574500.0,5219800.0,0.005241,0.005395,0.5241%
05,031,05031,Arkansas,Craighead County,198700.0,1084.0,6151508100.0,33029800.0,0.005455,0.005369,0.5455%
05,033,05033,Arkansas,Crawford County,170000.0,904.0,3322917600.0,17762600.0,0.005318,0.005345,0.5318%
05,035,05035,Arkansas,Crittenden County,155100.0,934.0,1774350900.0,11712400.0,0.006022,0.006601,0.6022%
05,037,05037,Arkansas,Cross County,104000.0,574.0,602034500.0,3635900.0,0.005519,0.006039,0.5519%
05,039,05039,Arkansas,Dallas County,98200.0,459.0,215836700.0,1056900.0,0.004674,0.004897,0.4674%
05,041,05041,Arkansas,Desha County,89100.0,517.0,305861800.0,1963900.0,0.005802,0.006421,0.5802%
05,043,05043,Arkansas,Drew County,127800.0,572.0,732211900.0,3731700.0,0.004476,0.005096,0.4476%
05,045,05045,Arkansas,Faulkner County,211300.0,1201.0,7788342200.0,41829000.0,0.005684,0.005371,0.5684%
05,047,05047,Arkansas,Franklin County,118800.0,598.0,804811800.0,4400200.0,0.005034,0.005467,0.5034%
05,049,05049,Arkansas,Fulton County,107200.0,494.0,627732000.0,2970800.0,0.004608,0.004733,0.4608%
05,051,05051,Arkansas,Garland County,176400.0,915.0,7484969000.0,36345500.0,0.005187,0.004856,0.5187%
05,053,05053,Arkansas,Grant County,154500.0,840.0,941539100.0,4910300.0,0.005437,0.005215,0.5437%
05,055,05055,Arkansas,Greene County,162200.0,792.0,2300105300.0,10766400.0,0.004883,0.004681,0.4883%
05,057,05057,Arkansas,Hempstead County,100200.0,503.0,706327500.0,3157100.0,0.00502,0.00447,0.5020%
05,059,05059,Arkansas,Hot Spring County,127900.0,650.0,1567217400.0,9310200.0,0.005082,0.005941,0.5082%
05,061,05061,Arkansas,Howard County,135400.0,708.0,681616600.0,2895000.0,0.005229,0.004247,0.5229%
05,063,05063,Arkansas,Independence County,120500.0,657.0,1646510400.0,8541400.0,0.005452,0.005188,0.5452%
05,065,05065,Arkansas,Izard County,122100.0,714.0,618730500.0,3196300.0,0.005848,0.005166,0.5848%
05,067,05067,Arkansas,Jackson County,87300.0,492.0,499882000.0,2374500.0,0.005636,0.00475,0.5636%
05,069,05069,Arkansas,Jefferson County,106000.0,667.0,2049889400.0,12733300.0,0.006292,0.006212,0.6292%
05,071,05071,Arkansas,Johnson County,124800.0,706.0,1106019500.0,5810700.0,0.005657,0.005254,0.5657%
05,073,05073,Arkansas,Lafayette County,74600.0,422.0,236519900.0,912000.0,0.005657,0.003856,0.5657%
05,075,05075,Arkansas,Lawrence County,91100.0,445.0,735894700.0,2566000.0,0.004885,0.003487,0.4885%
05,077,05077,Arkansas,Lee County,77900.0,409.0,259997800.0,759000.0,0.00525,0.002919,0.5250%
05,079,05079,Arkansas,Lincoln County,106100.0,572.0,381384200.0,2073600.0,0.005391,0.005437,0.5391%
05,081,05081,Arkansas,Little River County,113400.0,549.0,571629200.0,2560400.0,0.004841,0.004479,0.4841%
05,083,05083,Arkansas,Logan County,126900.0,670.0,1142366800.0,5007000.0,0.00528,0.004383,0.5280%
05,085,05085,Arkansas,Lonoke County,184100.0,1178.0,4397548000.0,25434900.0,0.006399,0.005784,0.6399%
05,087,05087,Arkansas,Madison County,157800.0,702.0,1309197500.0,4335100.0,0.004449,0.003311,0.4449%
05,089,05089,Arkansas,Marion County,158400.0,813.0,1111693800.0,5705100.0,0.005133,0.005132,0.5133%
05,091,05091,Arkansas,Miller County,148200.0,916.0,1841440500.0,10735900.0,0.006181,0.00583,0.6181%
05,093,05093,Arkansas,Mississippi County,115800.0,646.0,1542383800.0,7808000.0,0.005579,0.005062,0.5579%
05,095,05095,Arkansas,Monroe County,82200.0,405.0,566106300.0,919200.0,0.004927,0.001624,0.4927%
05,097,05097,Arkansas,Montgomery County,136000.0,522.0,575341200.0,2019900.0,0.003838,0.003511,0.3838%
05,099,05099,Arkansas,Nevada County,85700.0,462.0,239891900.0,1106900.0,0.005391,0.004614,0.5391%
05,101,05101,Arkansas,Newton County,178800.0,729.0,457648600.0,2055200.0,0.004077,0.004491,0.4077%
05,103,05103,Arkansas,Ouachita County,99600.0,500.0,1189527700.0,3936600.0,0.00502,0.003309,0.5020%
05,105,05105,Arkansas,Perry County,129300.0,672.0,548206900.0,2151500.0,0.005197,0.003925,0.5197%
05,107,05107,Arkansas,Phillips County,76200.0,500.0,369316900.0,2519900.0,0.006562,0.006823,0.6562%
05,109,05109,Arkansas,Pike County,115400.0,645.0,438829700.0,2640900.0,0.005589,0.006018,0.5589%
05,111,05111,Arkansas,Poinsett County,101200.0,519.0,727721300.0,3826100.0,0.005128,0.005258,0.5128%
05,113,05113,Arkansas,Polk County,122600.0,541.0,1171884800.0,4453100.0,0.004413,0.0038,0.4413%
05,115,05115,Arkansas,Pope County,161700.0,918.0,3285968100.0,17136600.0,0.005677,0.005215,0.5677%
05,117,05117,Arkansas,Prairie County,87500.0,539.0,280213400.0,1555100.0,0.00616,0.00555,0.6160%
05,119,05119,Arkansas,Pulaski County,199600.0,1562.0,25360983700.0,193239200.0,0.007826,0.00762,0.7826%
05,121,05121,Arkansas,Randolph County,118100.0,519.0,799320600.0,3772800.0,0.004395,0.00472,0.4395%
05,125,05125,Arkansas,Saline County,211700.0,1335.0,9770696700.0,58057500.0,0.006306,0.005942,0.6306%
05,127,05127,Arkansas,Scott County,110900.0,456.0,429597900.0,1681000.0,0.004112,0.003913,0.4112%
05,129,05129,Arkansas,Searcy County,108100.0,517.0,467338300.0,1538900.0,0.004783,0.003293,0.4783%
05,131,05131,Arkansas,Sebastian County,166000.0,1081.0,6600518500.0,43332000.0,0.006512,0.006565,0.6512%
05,133,05133,Arkansas,Sevier County,111700.0,536.0,474687200.0,2338300.0,0.004799,0.004926,0.4799%
05,135,05135,Arkansas,Sharp County,94600.0,548.0,753507800.0,3753800.0,0.005793,0.004982,0.5793%
05,123,05123,Arkansas,St. Francis County,87700.0,474.0,602409700.0,2502600.0,0.005405,0.004154,0.5405%
05,137,05137,Arkansas,Stone County,149400.0,528.0,681667000.0,2506000.0,0.003534,0.003676,0.3534%
05,139,05139,Arkansas,Union County,114700.0,661.0,1887341100.0,10441900.0,0.005763,0.005533,0.5763%
05,141,05141,Arkansas,Van Buren County,122300.0,562.0,822798300.0,4166700.0,0.004595,0.005064,0.4595%
05,143,05143,Arkansas,Washington County,266000.0,1465.0,16918032500.0,96887000.0,0.005508,0.005727,0.5508%
05,145,05145,Arkansas,White County,159600.0,761.0,3789036700.0,18427800.0,0.004768,0.004863,0.4768%
05,147,05147,Arkansas,Woodruff County,96800.0,558.0,227842200.0,1081900.0,0.005764,0.004748,0.5764%
05,149,05149,Arkansas,Yell County,131300.0,679.0,1039367600.0,4364000.0,0.005171,0.004199,0.5171%
06,001,06001,California,Alameda County,1057400.0,8061.0,391850723800.0,2964403700.0,0.007623,0.007565,0.7623%
06,003,06003,California,Alpine County,466100.0,3190.0,234504500.0,1510100.0,0.006844,0.00644,0.6844%
06,005,06005,California,Amador County,422800.0,2939.0,5967766100.0,40515100.0,0.006951,0.006789,0.6951%
06,007,06007,California,Butte County,408700.0,2819.0,22117689700.0,157715600.0,0.006897,0.007131,0.6897%
06,009,06009,California,Calaveras County,441800.0,3154.0,7577885100.0,55646200.0,0.007139,0.007343,0.7139%
06,011,06011,California,Colusa County,375100.0,2481.0,2111187400.0,13154200.0,0.006614,0.006231,0.6614%
06,013,06013,California,Contra Costa County,830800.0,6903.0,292278262100.0,2294054800.0,0.008309,0.007849,0.8309%
06,015,06015,California,Del Norte County,319600.0,1872.0,3209071300.0,15552800.0,0.005857,0.004847,0.5857%
06,017,06017,California,El Dorado County,640500.0,4510.0,42489622300.0,308779500.0,0.007041,0.007267,0.7041%
06,019,06019,California,Fresno County,362600.0,2704.0,75035594300.0,576143500.0,0.007457,0.007678,0.7457%
06,021,06021,California,Glenn County,338400.0,2190.0,2796824300.0,17126100.0,0.006472,0.006123,0.6472%
06,023,06023,California,Humboldt County,418800.0,2731.0,14890912700.0,92142300.0,0.006521,0.006188,0.6521%
06,025,06025,California,Imperial County,279500.0,2348.0,8536538100.0,71288700.0,0.008401,0.008351,0.8401%
06,027,06027,California,Inyo County,338400.0,2392.0,1928364600.0,11597200.0,0.007069,0.006014,0.7069%
06,029,06029,California,Kern County,310600.0,2833.0,59236653500.0,545299000.0,0.009121,0.009205,0.9121%
06,031,06031,California,Kings County,305700.0,2295.0,8203799900.0,62790100.0,0.007507,0.007654,0.7507%
06,033,06033,California,Lake County,316800.0,2295.0,6998908100.0,48059600.0,0.007244,0.006867,0.7244%
06,035,06035,California,Lassen County,259500.0,1868.0,1727181800.0,13240400.0,0.007198,0.007666,0.7198%
06,037,06037,California,Los Angeles County,783300.0,5438.0,1619611186600.0,10848900200.0,0.006942,0.006698,0.6942%
06,039,06039,California,Madera County,367700.0,2575.0,13226213400.0,91445400.0,0.007003,0.006914,0.7003%
06,041,06041,California,Marin County,1390000.0,10001.0,115917493900.0,886713100.0,0.007195,0.00765,0.7195%
06,043,06043,California,Mariposa County,358000.0,2437.0,2588392800.0,15828600.0,0.006807,0.006115,0.6807%
06,045,06045,California,Mendocino County,486000.0,3376.0,12194961200.0,80103600.0,0.006947,0.006569,0.6947%
06,047,06047,California,Merced County,368400.0,2487.0,19317646000.0,129763400.0,0.006751,0.006717,0.6751%
06,049,06049,California,Modoc County,212000.0,1445.0,658336500.0,4602200.0,0.006816,0.006991,0.6816%
06,051,06051,California,Mono County,514300.0,3936.0,2366531500.0,17051600.0,0.007653,0.007205,0.7653%
06,053,06053,California,Monterey County,723100.0,4782.0,66551333400.0,413603400.0,0.006613,0.006215,0.6613%
06,055,06055,California,Napa County,838800.0,5840.0,35314284100.0,217993600.0,0.006962,0.006173,0.6962%
06,057,06057,California,Nevada County,602800.0,4468.0,21078583000.0,153210800.0,0.007412,0.007269,0.7412%
06,059,06059,California,Orange County,915500.0,6096.0,680339209700.0,4496249600.0,0.006659,0.006609,0.6659%
06,061,06061,California,Placer County,658800.0,5600.0,85953800900.0,697764400.0,0.0085,0.008118,0.8500%
06,063,06063,California,Plumas County,327400.0,2360.0,2249270200.0,15554200.0,0.007208,0.006915,0.7208%
06,065,06065,California,Riverside County,510300.0,4189.0,294240164900.0,2526206000.0,0.008209,0.008586,0.8209%
06,067,06067,California,Sacramento County,498900.0,3768.0,183207276400.0,1422017700.0,0.007553,0.007762,0.7553%
06,069,06069,California,San Benito County,751500.0,6078.0,11012600300.0,86780100.0,0.008088,0.00788,0.8088%
06,071,06071,California,San Bernardino County,475000.0,3346.0,214089047900.0,1609908600.0,0.007044,0.00752,0.7044%
06,073,06073,California,San Diego County,791600.0,5542.0,608091781600.0,4186511100.0,0.007001,0.006885,0.7001%
06,075,06075,California,San Francisco County,1380500.0,9412.0,240705803900.0,1614507600.0,0.006818,0.006707,0.6818%
06,077,06077,California,San Joaquin County,494500.0,3782.0,83063783200.0,650872000.0,0.007648,0.007836,0.7648%
06,079,06079,California,San Luis Obispo County,777200.0,5475.0,60333844400.0,391476500.0,0.007045,0.006489,0.7045%
06,081,06081,California,San Mateo County,1494500.0,9167.0,301925800600.0,1833570300.0,0.006134,0.006073,0.6134%
06,083,06083,California,Santa Barbara County,735700.0,4870.0,91822616400.0,536080100.0,0.00662,0.005838,0.6620%
06,085,06085,California,Santa Clara County,1382800.0,9766.0,624810423100.0,4156382200.0,0.007062,0.006652,0.7062%
06,087,06087,California,Santa Cruz County,1015200.0,6305.0,68384149000.0,417137100.0,0.006211,0.0061,0.6211%
06,089,06089,California,Shasta County,347200.0,2442.0,18659167300.0,130314300.0,0.007033,0.006984,0.7033%
06,091,06091,California,Sierra County,334100.0,2590.0,483507100.0,2990400.0,0.007752,0.006185,0.7752%
06,093,06093,California,Siskiyou County,284500.0,1880.0,4718488300.0,28381200.0,0.006608,0.006015,0.6608%
06,095,06095,California,Solano County,589600.0,4408.0,60745442300.0,476411100.0,0.007476,0.007843,0.7476%
06,097,06097,California,Sonoma County,779000.0,5580.0,111525047200.0,735083200.0,0.007163,0.006591,0.7163%
06,099,06099,California,Stanislaus County,426600.0,3025.0,52403646000.0,384182900.0,0.007091,0.007331,0.7091%
06,101,06101,California,Sutter County,399400.0,3111.0,8656735200.0,67222300.0,0.007789,0.007765,0.7789%
06,103,06103,California,Tehama County,315600.0,1996.0,5786825600.0,37500900.0,0.006324,0.00648,0.6324%
06,105,06105,California,Trinity County,329000.0,1772.0,2778327600.0,7692000.0,0.005386,0.002769,0.5386%
06,107,06107,California,Tulare County,303000.0,2213.0,30006358500.0,210896400.0,0.007304,0.007028,0.7304%
06,109,06109,California,Tuolumne County,406200.0,2737.0,8362801400.0,51422200.0,0.006738,0.006149,0.6738%
06,111,06111,California,Ventura County,768400.0,5326.0,157601128400.0,1091813700.0,0.006931,0.006928,0.6931%
06,113,06113,California,Yolo County,593800.0,4567.0,27982872300.0,220585000.0,0.007691,0.007883,0.7691%
06,115,06115,California,Yuba County,380000.0,2865.0,7273728700.0,57847800.0,0.007539,0.007953,0.7539%
08,001,08001,Colorado,Adams County,458400.0,2770.0,62401323900.0,411562000.0,0.006043,0.006595,0.6043%
08,003,08003,Colorado,Alamosa County,218800.0,968.0,1028208700.0,4692900.0,0.004424,0.004564,0.4424%
